name,level,notes,type,grade
こいかぜ,18,378,Cool,PRO
こいかぜ,12,168,Cool,REGULAR
こいかぜ,6,78,Cool,DEBUTE
ススメ☆オトメ ～jewel Passionrade～,28,691,All,MASTER_PLUS
あんきら！？狂騒曲,30,998,Cute,MASTER_PLUS
Twin☆くるっ★テール,30,918,Passion,Legend_MASTER_PLUS
Twin☆くるっ★テール,26,666,Passion,MASTER
Twin☆くるっ★テール,19,399,Passion,PRO
Twin☆くるっ★テール,14,245,Passion,REGULAR
Twin☆くるっ★テール,9,155,Passion,DEBUTE
∀NSWER,30,888,All,MASTER_PLUS
メッセージ,28,738,All,MASTER_PLUS
キミのそばでずっと,27,603,All,Legend_MASTER_PLUS
キミのそばでずっと,24,471,All,MASTER
キミのそばでずっと,18,295,All,PRO
キミのそばでずっと,13,230,All,REGULAR
キミのそばでずっと,7,105,All,DEBUTE
できたて Evo！Revo！Generation！,29,913,All,MASTER_PLUS
情熱ファンファンファーレ,29,858,Passion,MASTER_PLUS
私色ギフト,25,565,Passion,MASTER
私色ギフト,17,335,Passion,PRO
私色ギフト,12,210,Passion,REGULAR
私色ギフト,7,124,Passion,DEBUTE
Rockin’ Emotion,16,377,Passion,TRICK
Rockin’ Emotion,5,101,Passion,LIGHT
Bright Blue,11,253,Cool,TRICK
Bright Blue,1,39,Cool,LIGHT
エヴリデイドリーム,16,310,Cute,TRICK
エヴリデイドリーム,8,185,Cute,LIGHT
アップルパイ・プリンセス,15,294,Passion,TRICK
アップルパイ・プリンセス,3,62,Passion,LIGHT
Angel Breeze,13,247,Cool,TRICK
Angel Breeze,5,84,Cool,LIGHT
Naked Romance,15,342,Cute,TRICK
Naked Romance,7,145,Cute,LIGHT
TOKIMEKIエスカレート,18,641,Passion,TRICK
TOKIMEKIエスカレート,9,268,Passion,LIGHT
You’re stars shine on me,10,152,Cool,TRICK
You’re stars shine on me,2,47,Cool,LIGHT
Romantic Now,11,168,Passion,TRICK
Romantic Now,4,86,Passion,LIGHT
ヴィーナスシンドローム,16,331,Cool,TRICK
ヴィーナスシンドローム,6,126,Cool,LIGHT
ショコラ・ティアラ,14,268,Cute,TRICK
ショコラ・ティアラ,3,72,Cute,LIGHT
華蕾夢ミル狂詩曲 ～魂ノ導～,17,385,Cool,TRICK
華蕾夢ミル狂詩曲 ～魂ノ導～,9,198,Cool,LIGHT
あんずのうた,18,438,Cute,TRICK
あんずのうた,9,241,Cute,LIGHT
ましゅまろ☆キッス,16,326,Passion,TRICK
ましゅまろ☆キッス,6,91,Passion,LIGHT
風色メロディ,10,153,Cute,TRICK
風色メロディ,2,54,Cute,LIGHT
DOKIDOKIリズム,12,234,Passion,TRICK
DOKIDOKIリズム,5,98,Passion,LIGHT
TwiLi Sky,15,321,Cool,TRICK
TwiLi Sky,4,89,Cool,LIGHT
おねだり Shall We ～？,16,310,Cute,TRICK
おねだり Shall We ～？,6,106,Cute,LIGHT
ミツボシ☆☆★,15,376,Passion,TRICK
ミツボシ☆☆★,5,98,Passion,LIGHT
Never say never,16,403,Cool,TRICK
Never say never,6,146,Cool,LIGHT
S（mile）ING！,12,226,Cute,TRICK
S（mile）ING！,5,115,Cute,LIGHT
Halloween?Coolde,29,911,Cute,Legend_MASTER_PLUS
Halloween?Coolde,26,741,Cute,MASTER
Halloween?Coolde,18,395,Cute,PRO
Halloween?Coolde,13,201,Cute,REGULAR
Halloween?Coolde,8,125,Cute,DEBUTE
パステルピンクな恋,29,787,Cute,MASTER_PLUS
shabon song,28,692,Cute,MASTER_PLUS
秋風に手を振って,29,790,All,Legend_MASTER_PLUS
秋風に手を振って,26,654,All,MASTER
秋風に手を振って,17,334,All,PRO
秋風に手を振って,13,209,All,REGULAR
秋風に手を振って,7,106,All,DEBUTE
Nocturne,29,873,Cool,MASTER_PLUS
オルゴールの小箱,28,652,Cool,MASTER_PLUS
lilac time,24,579,Passion,MASTER
lilac time,16,287,Passion,PRO
lilac time,12,164,Passion,REGULAR
lilac time,6,89,Passion,DEBUTE
Trinity Field,30,933,Cool,Legend_MASTER_PLUS
Trinity Field,26,682,Cool,MASTER
Trinity Field,18,379,Cool,PRO
Trinity Field,13,189,Cool,REGULAR
Trinity Field,8,119,Cool,DEBUTE
モーレツ★世直しギルティ！,29,910,Passion,MASTER_PLUS
絶対特権主張しますっ！,30,995,Passion,MASTER_PLUS
お散歩カメラ,16,331,Passion,TRICK
お散歩カメラ,5,91,Passion,LIGHT
Hotel Moonside,18,512,Cool,TRICK
Hotel Moonside,7,180,Cool,LIGHT
花簪 HANAKANZASHI,15,259,Cute,TRICK
花簪 HANAKANZASHI,5,82,Cute,LIGHT
恋が咲く季節,28,733,All,Legend_MASTER_PLUS
恋が咲く季節,25,617,All,MASTER
恋が咲く季節,17,361,All,PRO
恋が咲く季節,12,168,All,REGULAR
恋が咲く季節,6,98,All,DEBUTE
OωOver！！,29,978,Cute,MASTER_PLUS
桜の頃,29,590,All,MASTER_PLUS
LEGNE 仇なす剣 光の旋律,30,948,Cool,MASTER_PLUS
Nothing but You,29,930,All,MASTER_PLUS
冬空プレシャス,29,884,Passion,Legend_MASTER_PLUS
冬空プレシャス,26,681,Passion,MASTER
冬空プレシャス,17,348,Passion,PRO
冬空プレシャス,13,191,Passion,REGULAR
冬空プレシャス,7,104,Passion,DEBUTE
熱血乙女A,15,337,Passion,TRICK
熱血乙女A,7,122,Passion,LIGHT
2nd SIDE,14,256,Cool,TRICK
2nd SIDE,6,99,Cool,LIGHT
メルヘンデビュー！,17,477,Cute,TRICK
メルヘンデビュー！,7,177,Cute,LIGHT
こいかぜ -花葉-,25,432,Cool,MASTER
こいかぜ -花葉-,18,291,Cool,PRO
こいかぜ -花葉-,14,187,Cool,REGULAR
こいかぜ -花葉-,6,87,Cool,DEBUTE
Happy New Yeah！,29,971,All,Legend_MASTER_PLUS
Happy New Yeah！,26,736,All,MASTER
Happy New Yeah！,19,433,All,PRO
Happy New Yeah！,14,237,All,REGULAR
Happy New Yeah！,9,150,All,DEBUTE
私色ギフト,27,750,Passion,MASTER_PLUS
Yes！ Party Time！！,29,976,All,MASTER_PLUS
美に入り彩を穿つ,30,990,All,Legend_MASTER_PLUS
美に入り彩を穿つ,27,830,All,MASTER
美に入り彩を穿つ,19,474,All,PRO
美に入り彩を穿つ,14,228,All,REGULAR
美に入り彩を穿つ,9,149,All,DEBUTE
With Love,28,741,All,MASTER_PLUS
毒茸伝説,17,378,Passion,TRICK
毒茸伝説,6,111,Passion,LIGHT
薄荷 -ハッカ-,12,211,Cool,TRICK
薄荷 -ハッカ-,3,56,Cool,LIGHT
き・ま・ぐ・れ☆Cafe au lait！,15,283,Cute,TRICK
き・ま・ぐ・れ☆Cafe au lait！,8,186,Cute,LIGHT
リトルリドル,29,851,All,MASTER_PLUS
always,28,632,All,Legend_MASTER_PLUS
always,25,434,All,MASTER
always,18,295,All,PRO
always,12,164,All,REGULAR
always,6,78,All,DEBUTE
追い風Running,27,744,Cute,MASTER
追い風Running,19,368,Cute,PRO
追い風Running,14,217,Cute,REGULAR
追い風Running,9,142,Cute,DEBUTE
Take me☆Take you,28,870,All,MASTER_PLUS
Frost,29,722,Cool,Legend_MASTER_PLUS
Frost,25,483,Cool,MASTER
Frost,17,266,Cool,PRO
Frost,13,157,Cool,REGULAR
Frost,7,77,Cool,DEBUTE
Can’t Stop！！,14,295,Passion,TRICK
Can’t Stop！！,6,119,Passion,LIGHT
小さな恋の密室事件,17,376,Cool,TRICK
小さな恋の密室事件,7,143,Cool,LIGHT
秘密のトワレ,18,491,Cute,TRICK
秘密のトワレ,5,101,Cute,LIGHT
あんずのうた,30,998,Cute,MASTER_PLUS
Kawaii make MY day！,29,832,Cute,MASTER_PLUS
ツインテールの風,29,793,All,Legend_MASTER_PLUS
ツインテールの風,26,652,All,MASTER
ツインテールの風,17,311,All,PRO
ツインテールの風,12,169,All,REGULAR
ツインテールの風,6,87,All,DEBUTE
ヴィーナスシンドローム,28,891,Cool,MASTER_PLUS
双翼の独奏歌,30,918,Cool,MASTER_PLUS
キラッ！満開スマイル,29,918,Cute,Legend_MASTER_PLUS
キラッ！満開スマイル,26,775,Cute,MASTER
キラッ！満開スマイル,19,426,Cute,PRO
キラッ！満開スマイル,13,181,Cute,REGULAR
キラッ！満開スマイル,7,110,Cute,DEBUTE
Romantic Now,29,835,Passion,MASTER_PLUS
Twin☆くるっ★テール,30,933,Passion,MASTER_PLUS
気持ちいいよね 一等賞！,13,240,Passion,TRICK
気持ちいいよね 一等賞！,8,190,Passion,LIGHT
青の一番星,17,356,Cool,TRICK
青の一番星,8,182,Cool,LIGHT
恋色エナジー,13,246,Cute,TRICK
恋色エナジー,4,86,Cute,LIGHT
Vast world,28,869,All,Legend_MASTER_PLUS
Vast world,25,570,All,MASTER
Vast world,18,374,All,PRO
Vast world,13,214,All,REGULAR
Vast world,7,96,All,DEBUTE
Tulip（SP VERSION）,27,855,All,MASTER
Tulip（SP VERSION）,18,380,All,PRO
Tulip（SP VERSION）,13,200,All,REGULAR
Tulip（SP VERSION）,8,121,All,DEBUTE
ショコラ・ティアラ,28,787,Cute,MASTER_PLUS
イリュージョニスタ！,29,823,All,MASTER_PLUS
Spring Screaming,29,896,Passion,Legend_MASTER_PLUS
Spring Screaming,26,729,Passion,MASTER
Spring Screaming,18,362,Passion,PRO
Spring Screaming,13,180,Passion,REGULAR
Spring Screaming,6,79,Passion,DEBUTE
You’re stars shine on me,28,677,Cool,MASTER_PLUS
秋風に手を振って,29,791,All,MASTER_PLUS
ミラクルテレパシー,14,257,Passion,TRICK
ミラクルテレパシー,5,108,Passion,LIGHT
in fact,15,263,Cool,TRICK
in fact,6,114,Cool,LIGHT
ラヴィアンローズ,14,320,Cute,TRICK
ラヴィアンローズ,5,105,Cute,LIGHT
One Life,25,513,Cool,MASTER
One Life,17,366,Cool,PRO
One Life,13,200,Cool,REGULAR
One Life,7,106,Cool,DEBUTE
桜の風,29,688,All,Legend_MASTER_PLUS
桜の風,26,542,All,MASTER
桜の風,19,398,All,PRO
桜の風,14,169,All,REGULAR
桜の風,8,126,All,DEBUTE
TOKIMEKIエスカレート,30,937,Passion,MASTER_PLUS
キミのそばでずっと,27,584,All,MASTER_PLUS
Heart Voice,27,756,Cute,MASTER
Heart Voice,18,335,Cute,PRO
Heart Voice,14,227,Cute,REGULAR
Heart Voice,9,130,Cute,DEBUTE
HARURUNRUN,29,970,Cute,Legend_MASTER_PLUS
HARURUNRUN,26,742,Cute,MASTER
HARURUNRUN,18,385,Cute,PRO
HARURUNRUN,13,182,Cute,REGULAR
HARURUNRUN,7,104,Cute,DEBUTE
Naked Romance,29,898,Cute,MASTER_PLUS
Halloween?Coolde,29,936,Cute,MASTER_PLUS
Radio Happy,18,410,Passion,TRICK
Radio Happy,5,111,Passion,LIGHT
共鳴世界の存在論,18,417,Cool,TRICK
共鳴世界の存在論,8,162,Cool,LIGHT
恋のHamburg♪,16,390,Cute,TRICK
恋のHamburg♪,4,80,Cute,LIGHT
Virgin Love,28,885,Passion,Legend_MASTER_PLUS
Virgin Love,25,662,Passion,MASTER
Virgin Love,18,480,Passion,PRO
Virgin Love,14,261,Passion,REGULAR
Virgin Love,9,159,Passion,DEBUTE
Angel Breeze,27,663,Cool,MASTER_PLUS
Trinity Field,30,938,Cool,MASTER_PLUS
祈りの花,27,675,Passion,MASTER
祈りの花,19,388,Passion,PRO
祈りの花,12,159,Passion,REGULAR
祈りの花,6,83,Passion,DEBUTE
冬空プレシャス,29,893,Passion,MASTER_PLUS
アップルパイ・プリンセス,28,834,Passion,MASTER_PLUS
エチュードは1曲だけ,28,812,Cool,Legend_MASTER_PLUS
エチュードは1曲だけ,26,695,Cool,MASTER
エチュードは1曲だけ,18,425,Cool,PRO
エチュードは1曲だけ,13,174,Cool,REGULAR
エチュードは1曲だけ,8,119,Cool,DEBUTE
こいかぜ,16,309,Cool,TRICK
こいかぜ,5,98,Cool,LIGHT
みんなのきもち,14,278,Passion,TRICK
みんなのきもち,7,147,Passion,LIGHT
To my darling...,14,300,Cute,TRICK
To my darling...,7,150,Cute,LIGHT
銀のイルカと熱い風,29,989,All,Legend_MASTER_PLUS
銀のイルカと熱い風,26,757,All,MASTER
銀のイルカと熱い風,19,474,All,PRO
銀のイルカと熱い風,14,252,All,REGULAR
銀のイルカと熱い風,8,123,All,DEBUTE
エヴリデイドリーム,28,729,Cute,MASTER_PLUS
恋が咲く季節,28,736,All,MASTER_PLUS
Bright Blue,26,500,Cool,MASTER_PLUS
美に入り彩を穿つ,30,992,All,MASTER_PLUS
SUN FLOWER,29,995,Passion,Legend_MASTER_PLUS
SUN FLOWER,26,783,Passion,MASTER
SUN FLOWER,18,393,Passion,PRO
SUN FLOWER,13,220,Passion,REGULAR
SUN FLOWER,8,123,Passion,DEBUTE
One Life,15,317,Cool,TRICK
One Life,5,100,Cool,LIGHT
追い風Running,17,370,Cute,TRICK
追い風Running,6,110,Cute,LIGHT
lilac time,17,403,Passion,TRICK
lilac time,8,186,Passion,LIGHT
Rockin’ Emotion,29,993,Passion,MASTER_PLUS
Happy New Yeah！,29,970,All,MASTER_PLUS
凸凹スピードスター,31,"1,077",Cute,Legend_MASTER_PLUS
凸凹スピードスター,27,856,Cute,MASTER
凸凹スピードスター,19,497,Cute,PRO
凸凹スピードスター,14,260,Cute,REGULAR
凸凹スピードスター,9,164,Cute,DEBUTE
楽園,24,465,Cute,MASTER
楽園,16,314,Cute,PRO
楽園,11,142,Cute,REGULAR
楽園,6,75,Cute,DEBUTE
always,28,635,All,MASTER_PLUS
クレイジークレイジー,29,983,Cute,Legend_MASTER_PLUS
クレイジークレイジー,26,681,Cute,MASTER
クレイジークレイジー,18,345,Cute,PRO
クレイジークレイジー,13,198,Cute,REGULAR
クレイジークレイジー,8,119,Cute,DEBUTE
ツインテールの風,30,853,All,MASTER_PLUS
ガールズ・イン・ザ・フロンティア,30,870,All,Legend_MASTER_PLUS
ガールズ・イン・ザ・フロンティア,26,663,All,MASTER
ガールズ・イン・ザ・フロンティア,18,337,All,PRO
ガールズ・イン・ザ・フロンティア,13,193,All,REGULAR
ガールズ・イン・ザ・フロンティア,7,92,All,DEBUTE
Flip Flop ～For SS3A rearrange Mix～,27,755,Cool,MASTER
Flip Flop ～For SS3A rearrange Mix～,19,395,Cool,PRO
Flip Flop ～For SS3A rearrange Mix～,14,232,Cool,REGULAR
Flip Flop ～For SS3A rearrange Mix～,8,119,Cool,DEBUTE
サヨナラバス,25,543,Cool,MASTER
サヨナラバス,17,359,Cool,PRO
サヨナラバス,12,152,Cool,REGULAR
サヨナラバス,6,84,Cool,DEBUTE
夏色,25,579,Passion,MASTER
夏色,17,339,Passion,PRO
夏色,13,194,Passion,REGULAR
夏色,7,96,Passion,DEBUTE
Vast world,28,872,All,MASTER_PLUS
輝く世界の魔法 -Magical Step Forward Remix-,27,716,All,MASTER
輝く世界の魔法 -Magical Step Forward Remix-,18,380,All,PRO
輝く世界の魔法 -Magical Step Forward Remix-,13,197,All,REGULAR
輝く世界の魔法 -Magical Step Forward Remix-,8,119,All,DEBUTE
shabon song ～For SS3A rearrange Mix～,27,861,Passion,MASTER
shabon song ～For SS3A rearrange Mix～,19,407,Passion,PRO
shabon song ～For SS3A rearrange Mix～,13,194,Passion,REGULAR
shabon song ～For SS3A rearrange Mix～,7,105,Passion,DEBUTE
Yes！ Party Time！！,16,363,All,TRICK
Yes！ Party Time！！,7,167,All,LIGHT
EVERMORE,17,367,All,TRICK
EVERMORE,9,192,All,LIGHT
LOVE ＆ PEACH,25,598,Cute,MASTER
LOVE ＆ PEACH,17,391,Cute,PRO
LOVE ＆ PEACH,12,180,Cute,REGULAR
LOVE ＆ PEACH,7,94,Cute,DEBUTE
Pretty Liar,29,865,Cool,Legend_MASTER_PLUS
Pretty Liar,26,732,Cool,MASTER
Pretty Liar,19,368,Cool,PRO
Pretty Liar,13,181,Cool,REGULAR
Pretty Liar,7,93,Cool,DEBUTE
花簪 HANAKANZASHI,29,856,Cute,MASTER_PLUS
キラッ！満開スマイル,29,926,Cute,MASTER_PLUS
Lunatic Show ～For SS3A rearrange Mix～,27,668,Passion,MASTER
Lunatic Show ～For SS3A rearrange Mix～,17,280,Passion,PRO
Lunatic Show ～For SS3A rearrange Mix～,13,185,Passion,REGULAR
Lunatic Show ～For SS3A rearrange Mix～,7,100,Passion,DEBUTE
ドレミファクトリー！,28,871,All,Legend_MASTER_PLUS
ドレミファクトリー！,24,534,All,MASTER
ドレミファクトリー！,18,404,All,PRO
ドレミファクトリー！,13,220,All,REGULAR
ドレミファクトリー！,8,122,All,DEBUTE
Hotel Moonside,27,779,Cool,MASTER_PLUS
Frost,29,725,Cool,MASTER_PLUS
Nocturne ～For SS3A rearrange Mix～,26,554,Cool,MASTER
Nocturne ～For SS3A rearrange Mix～,18,311,Cool,PRO
Nocturne ～For SS3A rearrange Mix～,13,149,Cool,REGULAR
Nocturne ～For SS3A rearrange Mix～,7,93,Cool,DEBUTE
ゴキゲンParty Night -Dance！！！！！！！！！！！！！！！ Remix-,27,716,All,MASTER
ゴキゲンParty Night -Dance！！！！！！！！！！！！！！！ Remix-,17,345,All,PRO
ゴキゲンParty Night -Dance！！！！！！！！！！！！！！！ Remix-,12,181,All,REGULAR
ゴキゲンParty Night -Dance！！！！！！！！！！！！！！！ Remix-,7,83,All,DEBUTE
Near to You -PicoPico D’n’B Remix-,27,888,All,MASTER
Near to You -PicoPico D’n’B Remix-,19,405,All,PRO
Near to You -PicoPico D’n’B Remix-,13,227,All,REGULAR
Near to You -PicoPico D’n’B Remix-,7,119,All,DEBUTE
アンデッド・ダンスロック,29,888,Cool,Legend_MASTER_PLUS
アンデッド・ダンスロック,26,666,Cool,MASTER
アンデッド・ダンスロック,18,333,Cool,PRO
アンデッド・ダンスロック,13,200,Cool,REGULAR
アンデッド・ダンスロック,7,100,Cool,DEBUTE
お散歩カメラ,29,937,Passion,MASTER_PLUS
Spring Screaming,29,902,Passion,MASTER_PLUS
パステルピンクな恋,16,342,Cute,TRICK
パステルピンクな恋,7,164,Cute,LIGHT
あいくるしい ～For SS3A rearrange Mix～,26,711,Cute,MASTER
あいくるしい ～For SS3A rearrange Mix～,18,422,Cute,PRO
あいくるしい ～For SS3A rearrange Mix～,13,177,Cute,REGULAR
あいくるしい ～For SS3A rearrange Mix～,7,131,Cute,DEBUTE
Starry-Go-Round,30,980,All,Legend_MASTER_PLUS
Starry-Go-Round,27,767,All,MASTER
Starry-Go-Round,19,457,All,PRO
Starry-Go-Round,13,229,All,REGULAR
Starry-Go-Round,8,121,All,DEBUTE
Heart Voice,29,919,Cute,MASTER_PLUS
桜の風,29,696,All,MASTER_PLUS
Last Kiss,25,590,Cool,MASTER
Last Kiss,17,324,Cool,PRO
Last Kiss,12,154,Cool,REGULAR
Last Kiss,7,95,Cool,DEBUTE
Sunshine See May,29,664,Passion,Legend_MASTER_PLUS
Sunshine See May,26,521,Passion,MASTER
Sunshine See May,19,457,Passion,PRO
Sunshine See May,13,189,Passion,REGULAR
Sunshine See May,7,109,Passion,DEBUTE
エチュードは1曲だけ,28,817,Cool,MASTER_PLUS
この空の下,26,521,Cool,MASTER_PLUS
祈りの花,15,257,Passion,TRICK
祈りの花,6,116,Passion,LIGHT
Last Kiss,15,298,Cool,TRICK
Last Kiss,6,122,Cool,LIGHT
楽園,15,269,Cute,TRICK
楽園,7,161,Cute,LIGHT
HOT LIMIT,25,605,Cute,MASTER
HOT LIMIT,17,371,Cute,PRO
HOT LIMIT,12,160,Cute,REGULAR
HOT LIMIT,6,90,Cute,DEBUTE
君への詩,28,692,All,Legend_MASTER_PLUS
君への詩,25,520,All,MASTER
君への詩,17,343,All,PRO
君への詩,13,201,All,REGULAR
君への詩,7,96,All,DEBUTE
Wonder goes on！！,29,993,All,MASTER_PLUS
Virgin Love,28,904,Passion,MASTER_PLUS
おんなの道は星の道,25,448,Passion,MASTER
おんなの道は星の道,17,248,Passion,PRO
おんなの道は星の道,13,152,Passion,REGULAR
おんなの道は星の道,7,94,Passion,DEBUTE
行くぜっ！怪盗少女,26,688,Passion,MASTER
行くぜっ！怪盗少女,17,353,Passion,PRO
行くぜっ！怪盗少女,13,184,Passion,REGULAR
行くぜっ！怪盗少女,7,111,Passion,DEBUTE
メルヘンデビュー！,30,977,Cute,MASTER_PLUS
HARURUNRUN,29,972,Cute,MASTER_PLUS
Trust me,30,995,All,Legend_MASTER_PLUS
Trust me,27,840,All,MASTER
Trust me,19,427,All,PRO
Trust me,14,230,All,REGULAR
Trust me,8,122,All,DEBUTE
オルゴールの小箱,14,236,Cool,TRICK
オルゴールの小箱,5,90,Cool,LIGHT
とどけ！アイドル,15,332,All,TRICK
とどけ！アイドル,6,123,All,LIGHT
2nd SIDE,29,783,Cool,MASTER_PLUS
ガールズ・イン・ザ・フロンティア,30,879,All,MASTER_PLUS
Palette,29,948,Cute,Legend_MASTER_PLUS
Palette,26,765,Cute,MASTER
Palette,19,440,Cute,PRO
Palette,13,221,Cute,REGULAR
Palette,8,117,Cute,DEBUTE
友達の唄,25,636,Passion,MASTER
友達の唄,18,396,Passion,PRO
友達の唄,12,186,Passion,REGULAR
友達の唄,7,101,Passion,DEBUTE
虹,24,578,Cool,MASTER
虹,17,307,Cool,PRO
虹,13,161,Cool,REGULAR
虹,6,91,Cool,DEBUTE
心もよう,21,378,All,MASTER
心もよう,15,222,All,PRO
心もよう,11,141,All,REGULAR
心もよう,5,63,All,DEBUTE
熱血乙女A,28,927,Passion,MASTER_PLUS
銀のイルカと熱い風,30,999,All,MASTER_PLUS
スパイスパラダイス,28,883,Passion,Legend_MASTER_PLUS
スパイスパラダイス,25,607,Passion,MASTER
スパイスパラダイス,18,408,Passion,PRO
スパイスパラダイス,13,234,Passion,REGULAR
スパイスパラダイス,8,120,Passion,DEBUTE
絶対特権主張しますっ！,16,344,Passion,TRICK
絶対特権主張しますっ！,8,195,Passion,LIGHT
輝く世界の魔法,16,394,All,TRICK
輝く世界の魔法,7,168,All,LIGHT
き・ま・ぐ・れ☆Cafe au lait！,27,724,Cute,MASTER_PLUS
凸凹スピードスター,31,"1,077",Cute,MASTER_PLUS
義勇忍侠花吹雪,29,918,All,Legend_MASTER_PLUS
義勇忍侠花吹雪,26,757,All,MASTER
義勇忍侠花吹雪,19,408,All,PRO
義勇忍侠花吹雪,13,215,All,REGULAR
義勇忍侠花吹雪,8,116,All,DEBUTE
谷の底で咲く花は,25,475,Cute,MASTER
谷の底で咲く花は,16,245,Cute,PRO
谷の底で咲く花は,11,138,Cute,REGULAR
谷の底で咲く花は,6,77,Cute,DEBUTE
薄荷 -ハッカ-,26,457,Cool,MASTER_PLUS
Pretty Liar,29,866,Cool,MASTER_PLUS
Needle Li,29,888,Cool,Legend_MASTER_PLUS
Needle Li,26,766,Cool,MASTER
Needle Li,18,386,Cool,PRO
Needle Li,14,235,Cool,REGULAR
Needle Li,7,103,Cool,DEBUTE
おんなの道は星の道,17,320,Passion,TRICK
おんなの道は星の道,4,86,Passion,LIGHT
We’re the friends！,15,304,All,TRICK
We’re the friends！,7,148,All,LIGHT
SUN FLOWER,29,998,Passion,MASTER_PLUS
毒茸伝説,30,980,Passion,MASTER_PLUS
Fascinate,30,964,Cute,Legend_MASTER_PLUS
Fascinate,26,698,Cute,MASTER
Fascinate,18,394,Cute,PRO
Fascinate,13,199,Cute,REGULAR
Fascinate,8,117,Cute,DEBUTE
Nebula Sky,25,531,Cool,MASTER
Nebula Sky,18,371,Cool,PRO
Nebula Sky,13,201,Cool,REGULAR
Nebula Sky,6,69,Cool,DEBUTE
秘密のトワレ,30,947,Cute,MASTER_PLUS
クレイジークレイジー,29,983,Cute,MASTER_PLUS
ツバサ,24,565,Cool,MASTER
ツバサ,16,324,Cool,PRO
ツバサ,12,186,Cool,REGULAR
ツバサ,7,116,Cool,DEBUTE
スターラブレイション,26,704,Passion,MASTER
スターラブレイション,18,394,Passion,PRO
スターラブレイション,13,216,Passion,REGULAR
スターラブレイション,7,114,Passion,DEBUTE
未完成の歴史,28,744,Cool,Legend_MASTER_PLUS
未完成の歴史,25,523,Cool,MASTER
未完成の歴史,17,311,Cool,PRO
未完成の歴史,12,160,Cool,REGULAR
未完成の歴史,7,96,Cool,DEBUTE
小さな恋の密室事件,30,880,Cool,MASTER_PLUS
アンデッド・ダンスロック,29,888,Cool,MASTER_PLUS
谷の底で咲く花は,11,170,Cute,TRICK
谷の底で咲く花は,4,88,Cute,LIGHT
メッセージ,15,308,All,TRICK
メッセージ,6,92,All,LIGHT
O-Ku-Ri-Mo-No Sunday！,29,998,Passion,Legend_MASTER_PLUS
O-Ku-Ri-Mo-No Sunday！,26,794,Passion,MASTER
O-Ku-Ri-Mo-No Sunday！,18,453,Passion,PRO
O-Ku-Ri-Mo-No Sunday！,13,194,Passion,REGULAR
O-Ku-Ri-Mo-No Sunday！,7,108,Passion,DEBUTE
Can’t Stop！！,29,977,Passion,MASTER_PLUS
ドレミファクトリー！,28,883,All,MASTER_PLUS
LIFE,25,672,Passion,MASTER
LIFE,18,381,Passion,PRO
LIFE,12,196,Passion,REGULAR
LIFE,7,110,Passion,DEBUTE
はにかみdays,23,471,Cute,MASTER
はにかみdays,17,317,Cute,PRO
はにかみdays,12,165,Cute,REGULAR
はにかみdays,7,101,Cute,DEBUTE
きゅん・きゅん・まっくす,28,915,Cute,Legend_MASTER_PLUS
きゅん・きゅん・まっくす,25,689,Cute,MASTER
きゅん・きゅん・まっくす,18,421,Cute,PRO
きゅん・きゅん・まっくす,13,164,Cute,REGULAR
きゅん・きゅん・まっくす,7,93,Cute,DEBUTE
恋色エナジー,28,777,Cute,MASTER_PLUS
君への詩,28,753,All,MASTER_PLUS
明日また会えるよね,16,371,Cute,TRICK
明日また会えるよね,5,104,Cute,LIGHT
Star！！,17,400,All,TRICK
Star！！,8,174,All,LIGHT
無重力シャトル,29,974,All,Legend_MASTER_PLUS
無重力シャトル,26,724,All,MASTER
無重力シャトル,18,437,All,PRO
無重力シャトル,13,203,All,REGULAR
無重力シャトル,8,119,All,DEBUTE
青の一番星,29,925,Cool,MASTER_PLUS
Trust me,30,998,All,MASTER_PLUS
AnemoneStar,26,649,Cool,MASTER
AnemoneStar,18,360,Cool,PRO
AnemoneStar,13,186,Cool,REGULAR
AnemoneStar,8,110,Cool,DEBUTE
気持ちいいよね 一等賞！,29,986,Passion,MASTER_PLUS
Sunshine See May,29,664,Passion,MASTER_PLUS
Max Beat,29,896,Cool,Legend_MASTER_PLUS
Max Beat,26,698,Cool,MASTER
Max Beat,18,415,Cool,PRO
Max Beat,13,186,Cool,REGULAR
Max Beat,8,112,Cool,DEBUTE
咲いてJewel,17,407,Cool,TRICK
咲いてJewel,6,141,Cool,LIGHT
夕映えプレゼント,16,371,All,TRICK
夕映えプレゼント,4,88,All,LIGHT
桃色片想い,25,604,Cute,MASTER
桃色片想い,17,360,Cute,PRO
桃色片想い,13,207,Cute,REGULAR
桃色片想い,8,123,Cute,DEBUTE
青空エール,28,905,All,Legend_MASTER_PLUS
青空エール,25,582,All,MASTER
青空エール,18,353,All,PRO
青空エール,13,201,All,REGULAR
青空エール,7,118,All,DEBUTE
ラヴィアンローズ,28,877,Cute,MASTER_PLUS
Passionlette,29,950,Cute,MASTER_PLUS
炎の華,24,583,Passion,MASTER
炎の華,17,350,Passion,PRO
炎の華,13,203,Passion,REGULAR
炎の華,8,104,Passion,DEBUTE
in fact,26,516,Cool,MASTER_PLUS
義勇忍侠花吹雪,29,924,All,MASTER_PLUS
TAKAMARI☆CLIMAXXX！！！！！,30,999,Passion,Legend_MASTER_PLUS
TAKAMARI☆CLIMAXXX！！！！！,27,884,Passion,MASTER
